45 83 35
72 97 76
97 79 44
73 68 89
31 46 55
85 81 79
82 73 27
62 67 32
22 2 90
13 15 81
27 67 34
93 42 40
38 79 35
59 87 35
36 64 68
18 65 42
34 76 95
21 87 46
47 78 90
96 2 11
46 7 12
16 41 36
36 65 46
98 43 99
2 4 73
88 95 25
81 79 45
63 10 35
33 33 7
10 56 48
40 29 33
18 91 48
69 67 7
48 34 60
83 82 23
99 83 19
42 91 83
59 12 75
68 85 4
42 13 76
39 12 2
67 67 97
82 77 88
42 34 13
58 54 26
57 73 51
4 4 38
82 43 53
30 23 1
79 39 15
64 7 62
31 37 80
76 23 49
91 63 66
32 31 84
50 60 64
59 63 96
13 41 22
90 75 51
59 73 93
57 32 30
46 67 19
56 17 58
1 91 97
25 93 15
74 85 36
43 95 86
8 78 93
82 41 21
44 59 87
67 37 61
77 98 25
40 62 64
95 46 30
55 94 56
29 82 90
51 78 69
70 14 44
62 56 41
51 18 65
65 76 84
47 65 5
65 51 74
53 24 94
88 81 72
73 8 71
46 5 37
23 59 39
13 60 28
78 41 35
99 45 43
17 75 93
56 47 34
26 49 43
36 73 67
8 21 39
38 70 56
44 27 98
84 13 72
44 25 39
78 72 3
24 76 93
88 23 66
44 51 84
42 28 51
20 29 76
15 58 74
19 81 89
28 63 7
18 17 71
89 75 65
85 71 35
34 82 54
19 80 88
63 63 56
46 4 15
46 31 16
29 4 60
87 50 88
69 49 72
46 30 93
62 7 7
92 95 75
78 82 93
68 12 95
91 85 16
70 30 5
69 69 84
87 26 63
66 37 49
91 96 13
56 15 23
98 81 39
8 73 41
95 96 36
79 57 7
90 88 57
47 15 60
70 12 2
99 52 36
52 35 83
32 17 10
39 58 49
81 47 5
71 73 79
58 8 23
78 97 11
28 6 4
47 70 49
98 97 1
24 61 54
95 95 5
19 60 74
8 30 57
19 99 52
17 60 50
30 90 60
70 94 16
31 58 93
24 81 9
92 99 65
29 23 2
81 99 96
12 5 26
50 6 42
80 46 77
11 72 99
23 61 40
62 85 75
90 51 90
32 81 86
51 92 9
38 18 79
65 6 40
56 95 49
70 44 15
56 76 76
72 23 61
97 45 82
75 2 17
38 90 11
47 96 60
92 80 50
15 22 42
80 63 1
55 30 55
68 87 9
22 31 75
90 67 82
92 83 7
94 39 23
27 66 82
26 64 92
84 67 11
86 19 53
36 72 59
96 79 69
59 28 9
49 54 86
82 76 22
86 95 98
8 93 49
93 80 50
47 46 96
80 38 63
9 96 66
16 56 38
43 42 52
44 47 18
14 14 99
70 96 62
78 78 25
37 34 74
46 32 79
51 32 95
28 46 54
1 58 61
3 18 24
70 63 13
5 57 10
52 70 91
22 15 68
1 56 51
91 38 22
60 73 91
66 10 33
54 59 61
79 15 87
5 2 4
92 71 86
79 78 37
29 37 85
88 36 46
79 85 5
51 37 14
73 98 91
99 58 74
38 4 56
88 94 16
99 52 12
14 31 61
8 66 47
26 24 3
18 42 55
95 83 29
74 52 70
48 87 38
33 31 97
31 90 42
82 95 60
19 44 93
37 52 23
25 10 85
16 8 43
24 18 36
49 72 73
29 33 70
27 39 1
80 39 85
3 56 93
7 39 45
74 48 11
1 98 45
17 55 95
68 90 16
98 64 46
32 51 29
74 94 97
21 28 26
91 56 1
29 83 63
25 87 88
53 43 9
98 82 16
16 96 70
69 46 66
81 72 94
51 36 35
14 56 5
50 66 60
88 71 97
77 70 88
16 30 96
4 7 41
23 46 50
16 59 23
75 2 94
37 95 12
21 97 73
1 25 35
63 10 36
1 89 59
4 52 42
86 81 72
59 82 13
24 22 11
89 64 61
89 95 49
59 72 51
23 89 76
75 70 34
64 30 13
87 69 5
85 65 97
56 80 94
34 12 39
81 9 14
25 39 37
80 22 56
85 38 12
89 95 76
81 70 41
69 44 32
44 5 30
52 96 57
93 54 98
73 87 98
53 89 42
34 21 81
8 95 75
93 90 74
94 66 70
84 3 51
31 41 68
76 40 33
62 96 3
74 38 49
20 19 67
10 58 92
56 27 58
37 2 26
23 15 4
20 81 75
32 8 33
57 60 3
57 29 12
54 55 87
56 21 19
44 49 63
55 47 90
31 6 26
62 48 51
63 53 87
89 25 43
78 69 19
75 78 8
1 6 11
2 50 13
53 6 40
84 17 11
93 24 99
71 58 15
19 50 95
96 67 16
14 6 8
91 60 44
33 19 25
84 97 66
99 67 73
63 64 90
22 74 7
52 72 4
65 25 9
23 76 61
92 68 67
99 66 78
29 24 79
71 93 31
71 53 26
35 76 89
28 79 51
78 71 40
78 32 31
38 87 6
50 26 53
6 27 95
89 46 38
81 86 66
41 53 17
